city,district,sector,urban_level,market_access_score,competition_index,location_cost_index,business_main_group,business_subgroup,business_age_years,monthly_revenue,monthly_expenses,net_profit_margin,current_assets_value,current_liabilities_value,requested_loan_amount,desired_repayment_period_months,credit_score,existing_loans,repayment_history_score,seasonality_factor,economic_outlook_index,interest_rate_environment,loan_purpose,cash_flow_stability_score,ownership_type,business_stage,business_risk_level,preferred_funding_partner,expected_roi_percentage,predicted_profit_from_loan,total_repayment_amount,net_gain_or_loss
Huye,Ngoma,Butare,Peri-Urban,6,9,5,Services,Laundry Service,14,2622790,2016390,0.23,6373998,1522320,19760724,12,746,4,33,Yes,-0.79,15.0,Expansion,22,Sole Proprietorship,Declining,Low,BRD,33,6521038.92,22724832.6,3556930.32
Kigali,Kicukiro,Gatenga,Urban,7,5,9,Agriculture,Bee Keeping,12,758770,250213,0.67,5377809,1860613,1120552,6,446,4,24,No,-0.77,15.0,Expansion,92,Sole Proprietorship,Mature,Medium,BRD,27,302549.04,1288634.8,134466.24
Huye,Tumba,Cyarwa,Peri-Urban,9,7,4,Manufacturing,Metal Works,11,4975350,878203,0.82,4472472,1840141,7717709,36,429,4,36,No,-0.23,12.5,Equipment Purchase,27,Sole Proprietorship,Declining,Low,BRD,33,2546843.97,8682422.62,1582130.35
Kigali,Gasabo,Remera,Urban,8,4,3,Manufacturing,Furniture Making,7,1984550,348055,0.82,5299472,1259107,18658953,36,723,1,96,Yes,0.77,12.5,Equipment Purchase,20,Sole Proprietorship,Declining,High,VisionFund,14,2612253.42,20991322.12,279884.3
Rubavu,Gisenyi,Rubavu,Urban,10,3,8,Retail,Food Market,2,2969242,775876,0.74,8248866,447732,14794872,6,345,3,64,Yes,0.4,14.0,Equipment Purchase,96,Sole Proprietorship,Early Stage,High,SACCO,19,2811025.68,16866154.08,739743.6
Nyagatare,Karangazi,Rwimiyaga,Rural,10,3,4,Retail,Electronics Store,14,3948943,2470934,0.37,9534759,1758270,15171455,24,495,5,1,Yes,-0.04,14.0,Tech Adoption,23,Cooperative,Early Stage,Low,Bank of Kigali,5,758572.75,17295458.7,-1365430.95
Huye,Ngoma,Butare,Peri-Urban,6,1,6,Manufacturing,Bakery,3,1570130,1357820,0.14,9725703,598139,12937099,18,616,2,6,No,0.21,12.5,Tech Adoption,32,Partnership,Mature,High,VisionFund,45,5821694.55,14554236.38,4204557.17
Huye,Tumba,Tumba Village,Peri-Urban,5,2,7,Retail,Food Market,12,3528774,273615,0.92,6050939,441540,15232088,18,485,5,76,No,-0.74,13.0,Tech Adoption,22,Cooperative,Declining,High,SACCO,25,3808022.0,17212259.44,1827850.56
Kigali,Gasabo,Kimironko,Urban,7,2,7,Automotive,Spare Parts Shop,8,2423952,1471733,0.39,7043250,943633,6418913,36,544,4,88,No,-0.62,13.0,Inventory,8,Sole Proprietorship,Early Stage,Low,BRD,17,1091215.21,7253371.69,256756.52
Musanze,Busogo,Busogo I,Peri-Urban,10,5,4,Manufacturing,Soap Making,3,912629,587150,0.36,9765990,1420329,4783113,6,388,1,39,Yes,0.29,13.0,Tech Adoption,93,Partnership,Early Stage,Medium,BRD,20,956622.6,5404917.69,334817.91
Rubavu,Gisenyi,Rubavu,Urban,5,6,9,Retail,Beans Shop,5,4210042,899960,0.79,2618250,930370,6957151,18,736,1,20,Yes,-0.05,15.0,Tech Adoption,46,Cooperative,Growth,High,SACCO,22,1530573.22,8000723.65,487000.57
Rubavu,Gisenyi,Rubavu,Urban,8,7,8,Manufacturing,Metal Works,18,2190912,1064240,0.51,9843664,1036780,11030642,6,587,0,98,No,-0.57,15.0,Inventory,44,Cooperative,Declining,High,VisionFund,7,772144.94,12685238.3,-882451.36
Huye,Ngoma,Butare,Peri-Urban,8,10,9,Retail,Clothing Shop,4,2005866,715983,0.64,4465780,1446944,4065955,6,436,3,59,Yes,-0.12,14.0,Expansion,38,Cooperative,Mature,Medium,VisionFund,48,1951658.4,4635188.7,1382424.7
Huye,Tumba,Tumba Village,Peri-Urban,4,2,8,Agriculture,Bee Keeping,13,4450899,2052908,0.54,4581815,1419482,913684,24,655,1,92,No,0.49,14.0,Inventory,4,Partnership,Declining,Low,Bank of Kigali,33,301515.72,1041599.76,173599.96
Rubavu,Kanama,Kanama Centre,Urban,6,10,8,Services,Photocopy Center,11,2403424,734194,0.69,6655783,161203,831724,12,656,2,17,No,-0.36,12.5,Expansion,28,Partnership,Growth,Medium,VisionFund,33,274468.92,935689.5,170503.42
Huye,Ngoma,Butare,Peri-Urban,8,10,6,Services,Photocopy Center,12,2305231,289250,0.87,2391844,242968,10608080,36,348,5,94,No,0.13,15.0,Expansion,1,Cooperative,Growth,High,VisionFund,19,2015535.2,12199292.0,424323.2
Kigali,Kicukiro,Gatenga,Urban,10,3,4,Services,Repair Workshop,8,2303814,647940,0.72,8636649,829746,3968103,6,329,5,37,Yes,-0.61,13.0,Inventory,8,Cooperative,Mature,High,VisionFund,8,317448.24,4483956.39,-198405.15
Rubavu,Gisenyi,Rubavu,Urban,10,1,9,Manufacturing,Metal Works,10,4206941,2646570,0.37,6000479,943435,18504636,18,684,0,37,No,0.14,15.0,Tech Adoption,29,Cooperative,Declining,Low,Equity Bank,50,9252318.0,21280331.4,6476622.6
Kigali,Gasabo,Remera,Urban,7,10,8,Retail,Beans Shop,3,4527083,4263431,0.06,9538750,1372523,3203313,24,390,1,72,No,-0.8,14.0,Tech Adoption,57,Cooperative,Early Stage,High,VisionFund,31,993027.03,3651776.82,544563.21
Musanze,Muhoza,Ruhengeri,Peri-Urban,10,1,8,Manufacturing,Soap Making,15,3397170,2918672,0.14,6469327,1385160,10831185,6,393,1,85,No,0.42,15.0,Expansion,8,Partnership,Early Stage,Low,BRD,34,3682602.9,12455862.75,2057925.15
Huye,Tumba,Tumba Village,Peri-Urban,10,10,6,Services,Salon,0,2413097,2116888,0.12,9106094,1730878,11863687,18,526,5,11,Yes,-0.49,15.0,Tech Adoption,92,Sole Proprietorship,Growth,High,SACCO,12,1423642.44,13643240.05,-355910.61
Musanze,Busogo,Busogo II,Peri-Urban,10,4,3,Retail,Food Market,8,4036299,2328712,0.42,8610350,56954,12303085,24,767,5,79,No,-0.69,14.0,Inventory,95,Sole Proprietorship,Declining,Low,Equity Bank,28,3444863.8,14025516.9,1722431.9
Rubavu,Kanama,Nyundo,Urban,8,9,6,Manufacturing,Textile Production,0,4791461,61831,0.99,2371791,281881,10219947,24,306,0,88,No,-0.76,14.0,Tech Adoption,20,Cooperative,Growth,High,VisionFund,10,1021994.7,11650739.58,-408797.88
Huye,Ngoma,Butare,Peri-Urban,7,3,7,Services,Internet Cafe,7,4230877,2906242,0.31,6825346,1380529,4003637,18,419,1,27,Yes,-0.05,14.0,Expansion,27,Sole Proprietorship,Mature,Low,BRD,23,920836.51,4564146.18,360327.33
Kigali,Kicukiro,Kicukiro Centre,Urban,9,6,6,Manufacturing,Furniture Making,18,2984250,2946532,0.01,2217379,1010286,6747980,18,409,1,3,Yes,-0.96,12.5,Equipment Purchase,50,Cooperative,Mature,Low,Equity Bank,29,1956914.2,7591477.5,1113416.7
Musanze,Muhoza,Ruhengeri,Peri-Urban,7,5,4,Automotive,Tire Center,12,1683340,1369180,0.19,1531052,320653,4285568,12,756,3,40,Yes,-0.99,12.5,Inventory,77,Cooperative,Early Stage,Low,Bank of Kigali,26,1114247.68,4821264.0,578551.68
Rubavu,Kanama,Nyundo,Urban,6,5,6,Automotive,Garage Services,18,304619,75186,0.75,3289382,300149,6247205,6,558,1,55,Yes,0.05,13.0,Equipment Purchase,86,Partnership,Growth,High,SACCO,18,1124496.9,7059341.65,312360.25
Rubavu,Gisenyi,Rubavu,Urban,8,8,9,Services,Repair Workshop,9,3795044,3250695,0.14,9499690,1219833,9425134,6,589,4,49,Yes,0.52,12.5,Inventory,81,Sole Proprietorship,Mature,High,SACCO,23,2167780.82,10603275.75,989639.07
Musanze,Muhoza,Ruhengeri,Peri-Urban,6,7,9,Retail,Beans Shop,3,2351870,2341686,0.0,5631511,1370822,384226,36,580,1,41,Yes,-0.04,12.5,Expansion,82,Cooperative,Early Stage,Medium,Equity Bank,11,42264.86,432254.25,-5763.39
Kigali,Kicukiro,Kicukiro Centre,Urban,9,10,9,Services,Internet Cafe,7,1449537,271280,0.81,8038208,470258,13246340,6,590,2,74,No,-0.66,15.0,Inventory,20,Partnership,Mature,Medium,BRD,37,4901145.8,15233291.0,2914194.8
Musanze,Busogo,Busogo I,Peri-Urban,6,10,8,Automotive,Motorcycle Repair,12,2910484,1061960,0.64,3493151,103847,17400934,18,773,0,61,No,0.36,14.0,Tech Adoption,26,Partnership,Declining,Low,BRD,34,5916317.56,19837064.76,3480186.8
Musanze,Busogo,Busogo I,Peri-Urban,5,5,9,Retail,Clothing Shop,8,2181646,239286,0.89,3582667,1451217,4093359,12,816,1,75,No,-0.25,15.0,Equipment Purchase,38,Partnership,Growth,Low,Equity Bank,39,1596410.01,4707362.85,982406.16
Huye,Ngoma,Butare,Peri-Urban,10,10,8,Retail,Beans Shop,16,2956648,2588728,0.12,7194077,1880093,3381863,18,764,5,91,Yes,-0.28,14.0,Equipment Purchase,73,Partnership,Mature,Low,BRD,24,811647.12,3855323.82,338186.3
Huye,Ngoma,Butare,Peri-Urban,6,4,6,Agriculture,Maize Farming,7,3421172,1579139,0.54,430300,1615726,18245384,36,343,4,77,Yes,0.17,12.5,Expansion,4,Cooperative,Mature,Low,Bank of Kigali,26,4743799.84,20526057.0,2463126.84
Rubavu,Gisenyi,Rubavu,Urban,10,10,7,Retail,Mini Supermarket,2,1480096,1303823,0.12,2228553,1382277,15411199,18,550,1,77,No,-0.52,13.0,Tech Adoption,36,Cooperative,Early Stage,High,VisionFund,28,4315135.72,17414654.87,2311679.85
Huye,Tumba,Cyarwa,Peri-Urban,6,9,5,Manufacturing,Metal Works,20,3895625,2580225,0.34,2694243,604352,14375251,12,467,0,80,Yes,0.23,15.0,Expansion,11,Partnership,Growth,Low,BRD,24,3450060.24,16531538.65,1293772.59
Nyagatare,Karangazi,Karangazi Centre,Rural,8,6,9,Services,Laundry Service,11,3016169,1259572,0.58,7296917,1298234,11890974,6,353,5,57,No,0.21,15.0,Inventory,1,Partnership,Early Stage,Medium,Equity Bank,8,951277.92,13674620.1,-832368.18
Musanze,Muhoza,Ruhengeri,Peri-Urban,4,7,8,Retail,Food Market,9,3509661,2261828,0.36,9975383,949089,8944200,36,407,0,20,No,0.23,14.0,Tech Adoption,86,Partnership,Declining,Medium,BRD,6,536652.0,10196388.0,-715536.0
Rubavu,Kanama,Kanama Centre,Urban,5,3,5,Retail,Electronics Store,8,4012376,1669342,0.58,8619197,1995299,16068400,6,561,1,37,No,0.7,13.0,Inventory,94,Cooperative,Declining,Low,Equity Bank,44,7070096.0,18157292.0,4981204.0
Rubavu,Gisenyi,Rubavu,Urban,8,1,7,Services,Repair Workshop,2,857213,142759,0.83,506063,684732,306028,36,819,1,54,No,-0.67,15.0,Inventory,23,Partnership,Growth,Medium,BRD,25,76507.0,351932.2,30602.8
Huye,Ngoma,Butare,Peri-Urban,10,8,5,Manufacturing,Soap Making,19,3753031,3003213,0.2,2137017,835716,833538,12,598,5,92,Yes,0.5,13.0,Expansion,16,Sole Proprietorship,Declining,Low,BRD,25,208384.5,941897.94,100024.56
Rubavu,Gisenyi,Rubavu,Urban,4,3,5,Retail,Clothing Shop,20,2483361,657651,0.74,3160847,1575964,10891714,18,577,0,15,No,0.8,14.0,Inventory,46,Cooperative,Mature,High,SACCO,5,544585.7,12416553.96,-980254.26
Huye,Tumba,Cyarwa,Peri-Urban,7,7,4,Manufacturing,Bakery,15,1055813,477110,0.55,7066067,1756776,2398641,6,489,1,8,No,0.55,14.0,Equipment Purchase,65,Sole Proprietorship,Growth,High,VisionFund,5,119932.05,2734450.74,-215877.69
Rubavu,Gisenyi,Gisenyi Town,Urban,7,8,4,Agriculture,Coffee Growing,7,2926488,1733204,0.41,2007054,1489308,7905288,18,620,5,5,Yes,-0.9,15.0,Tech Adoption,44,Partnership,Early Stage,Low,Bank of Kigali,24,1897269.12,9091081.2,711475.92
Nyagatare,Rukomo,Rukomo I,Rural,9,10,5,Automotive,Motorcycle Repair,16,4227994,2774568,0.34,2903875,1535906,5629637,6,623,0,19,Yes,-0.98,14.0,Expansion,57,Partnership,Growth,Medium,BRD,48,2702225.76,6417786.18,1914076.58
Rubavu,Kanama,Kanama Centre,Urban,8,4,8,Manufacturing,Soap Making,18,1174104,1047070,0.11,5265850,188187,11885530,12,712,5,63,Yes,-0.5,15.0,Inventory,19,Sole Proprietorship,Growth,High,VisionFund,5,594276.5,13668359.5,-1188553.0
Rubavu,Gisenyi,Gisenyi Town,Urban,9,2,7,Automotive,Car Wash,2,2815860,1325328,0.53,6950406,1550519,18339288,18,549,1,81,Yes,0.0,15.0,Inventory,77,Cooperative,Mature,Medium,VisionFund,35,6418750.8,21090181.2,3667857.6
Rubavu,Kanama,Nyundo,Urban,8,5,7,Automotive,Garage Services,18,3598198,1375168,0.62,5848956,1210300,13219312,36,743,1,90,Yes,-0.17,12.5,Inventory,99,Sole Proprietorship,Growth,Medium,BRD,27,3569214.24,14871726.0,1916800.24
Rubavu,Kanama,Kanama Centre,Urban,8,2,6,Agriculture,Agri Supplies,18,3977588,830198,0.79,4934086,1890050,18002132,18,302,1,68,No,-0.7,15.0,Equipment Purchase,78,Partnership,Declining,High,VisionFund,12,2160255.84,20702451.8,-540063.96
Nyagatare,Karangazi,Karangazi Centre,Rural,6,9,5,Retail,Mini Supermarket,5,4275713,91193,0.98,1446316,547623,6661837,6,337,1,10,No,-0.41,13.0,Inventory,11,Sole Proprietorship,Mature,High,VisionFund,46,3064445.02,7527875.81,2198406.21
Nyagatare,Rukomo,Rukomo I,Rural,5,6,4,Automotive,Spare Parts Shop,14,1421221,433351,0.7,4804716,450853,5297339,24,475,2,52,Yes,0.04,14.0,Tech Adoption,8,Partnership,Growth,Low,BRD,45,2383802.55,6038966.46,1642175.09
Musanze,Muhoza,Muhoza Centre,Peri-Urban,10,10,9,Manufacturing,Furniture Making,14,1852243,1306575,0.29,9655097,1105216,7556621,12,485,4,71,Yes,0.03,14.0,Tech Adoption,32,Cooperative,Mature,Medium,VisionFund,16,1209059.36,8614547.94,151132.42
Kigali,Kicukiro,Gatenga,Urban,9,4,6,Agriculture,Bee Keeping,5,2440512,674870,0.72,8745739,1463266,1008286,36,584,4,76,No,-0.71,15.0,Equipment Purchase,77,Cooperative,Mature,Low,Bank of Kigali,33,332734.38,1159528.9,181491.48
Kigali,Gasabo,Remera,Urban,10,7,6,Automotive,Car Wash,8,2916280,1883158,0.35,2725171,1672962,1529063,18,406,4,86,No,0.11,15.0,Tech Adoption,21,Cooperative,Declining,High,VisionFund,37,565753.31,1758422.45,336393.86
Rubavu,Kanama,Kanama Centre,Urban,6,1,8,Services,Internet Cafe,11,430779,373394,0.13,2217909,1775633,7216403,36,739,0,68,Yes,-0.69,14.0,Inventory,17,Sole Proprietorship,Declining,Medium,BRD,6,432984.18,8226699.42,-577312.24
Huye,Tumba,Tumba Village,Peri-Urban,5,6,6,Retail,Food Market,20,4344811,3187237,0.27,2833066,363681,17838242,6,405,1,3,Yes,0.5,15.0,Tech Adoption,39,Sole Proprietorship,Growth,High,SACCO,17,3032501.14,20513978.3,356764.84
Huye,Ngoma,Ngoma Centre,Peri-Urban,10,8,7,Retail,Electronics Store,7,2055623,852059,0.59,7800361,1637209,15707850,36,381,4,98,No,0.86,13.0,Inventory,46,Cooperative,Early Stage,High,VisionFund,46,7225611.0,17749870.5,5183590.5
Huye,Tumba,Cyarwa,Peri-Urban,5,7,3,Automotive,Tire Center,9,1861926,770475,0.59,731821,1767868,10031301,36,747,1,64,No,0.19,12.5,Inventory,18,Partnership,Early Stage,Low,Equity Bank,15,1504695.15,11285213.62,250782.53
Huye,Tumba,Tumba Village,Peri-Urban,4,4,3,Retail,Electronics Store,1,3026646,2718218,0.1,191179,1858994,14319613,6,402,0,56,No,-0.91,13.0,Tech Adoption,65,Cooperative,Early Stage,High,SACCO,36,5155060.68,16181162.69,3293510.99
Rubavu,Kanama,Kanama Centre,Urban,6,9,9,Agriculture,Bee Keeping,18,2555418,2165668,0.15,8842885,1014645,202547,24,391,0,22,Yes,-0.46,12.5,Equipment Purchase,29,Partnership,Early Stage,Low,Equity Bank,6,12152.82,227865.38,-13165.56
Nyagatare,Rukomo,Rukomo II,Rural,5,5,5,Manufacturing,Bakery,19,991791,392949,0.6,732467,1152084,16669801,24,728,0,76,Yes,0.6,15.0,Expansion,23,Partnership,Early Stage,Medium,Equity Bank,27,4500846.27,19170271.15,2000376.12
Rubavu,Gisenyi,Gisenyi Town,Urban,9,7,6,Manufacturing,Metal Works,16,1034014,366622,0.65,7780428,152706,16464607,18,375,1,15,No,-0.58,15.0,Tech Adoption,21,Sole Proprietorship,Growth,Low,Bank of Kigali,6,987876.42,18934298.05,-1481814.63
Nyagatare,Rukomo,Rukomo II,Rural,8,10,3,Retail,Food Market,15,423679,149648,0.65,2697073,1698894,17869273,24,723,1,5,No,-0.86,15.0,Equipment Purchase,11,Cooperative,Declining,Low,Equity Bank,49,8755943.77,20549663.95,6075552.82
Huye,Ngoma,Butare,Peri-Urban,8,7,6,Services,Salon,15,1027861,315549,0.69,8759565,1832188,11114451,36,694,4,31,No,-0.91,12.5,Expansion,89,Partnership,Growth,High,SACCO,43,4779213.93,12503757.38,3389907.55
Rubavu,Kanama,Kanama Centre,Urban,4,2,6,Agriculture,Coffee Growing,8,4695484,4078984,0.13,8652443,1933695,778916,24,408,0,59,Yes,-0.11,15.0,Expansion,58,Sole Proprietorship,Growth,Medium,VisionFund,6,46734.96,895753.4,-70102.44
Musanze,Muhoza,Ruhengeri,Peri-Urban,9,6,8,Services,Internet Cafe,8,1402817,578665,0.59,197575,918481,15084402,6,489,1,54,No,-0.98,15.0,Inventory,47,Cooperative,Declining,Medium,VisionFund,27,4072788.54,17347062.3,1810128.24
Huye,Ngoma,Ngoma Centre,Peri-Urban,4,4,3,Automotive,Tire Center,12,1691196,693848,0.59,2213498,694355,15970549,12,748,4,85,No,-0.72,12.5,Expansion,24,Sole Proprietorship,Growth,Low,BRD,26,4152342.74,17966867.62,2156024.12
Huye,Tumba,Tumba Village,Peri-Urban,9,5,5,Agriculture,Coffee Growing,3,4568490,2693739,0.41,1322234,464619,18747818,36,491,5,87,Yes,0.3,15.0,Tech Adoption,27,Cooperative,Growth,Medium,Equity Bank,16,2999650.88,21559990.7,187478.18
Kigali,Gasabo,Kimironko,Urban,5,6,6,Services,Internet Cafe,19,2346616,205305,0.91,9579578,731538,1007409,18,811,3,8,No,-0.2,12.5,Tech Adoption,53,Cooperative,Growth,Low,Bank of Kigali,47,473482.23,1133335.12,347556.11
Musanze,Busogo,Busogo I,Peri-Urban,6,9,3,Agriculture,Agri Supplies,7,2690654,472998,0.82,7479606,1024025,15364503,36,745,4,58,No,0.93,15.0,Tech Adoption,76,Sole Proprietorship,Growth,Low,Equity Bank,5,768225.15,17669178.45,-1536450.3
Huye,Tumba,Cyarwa,Peri-Urban,5,6,8,Retail,Clothing Shop,7,1364791,377243,0.72,6334449,306825,15528191,6,656,1,70,No,0.12,13.0,Tech Adoption,97,Cooperative,Mature,Low,BRD,37,5745430.67,17546855.83,3726765.84
Rubavu,Gisenyi,Rubavu,Urban,7,8,3,Services,Repair Workshop,14,2940418,2210456,0.25,4501257,1286023,7083892,18,695,2,25,No,0.01,13.0,Equipment Purchase,38,Partnership,Early Stage,High,SACCO,19,1345939.48,8004797.96,425033.52
Musanze,Muhoza,Muhoza Centre,Peri-Urban,7,6,7,Services,Internet Cafe,13,3454499,1617041,0.53,7858522,151161,5460249,6,598,2,52,No,-0.72,14.0,Expansion,90,Sole Proprietorship,Early Stage,High,VisionFund,22,1201254.78,6224683.86,436819.92
Nyagatare,Rukomo,Rukomo I,Rural,4,3,8,Agriculture,Agri Supplies,11,3156148,158539,0.95,191887,141257,1285216,18,452,0,16,No,-0.9,12.5,Equipment Purchase,75,Partnership,Growth,Medium,VisionFund,31,398416.96,1445868.0,237764.96
Huye,Ngoma,Ngoma Centre,Peri-Urban,9,8,3,Services,Repair Workshop,11,1406926,1366165,0.03,9622459,497657,15714767,36,752,0,69,No,-0.45,14.0,Equipment Purchase,74,Sole Proprietorship,Declining,Low,Bank of Kigali,15,2357215.05,17914834.38,157147.67
Rubavu,Kanama,Kanama Centre,Urban,5,6,3,Manufacturing,Furniture Making,0,2499394,1311405,0.48,2655851,1062606,9929340,18,391,5,80,Yes,0.52,13.0,Expansion,75,Cooperative,Growth,Low,Equity Bank,5,496467.0,11220154.2,-794347.2
Huye,Tumba,Cyarwa,Peri-Urban,5,1,5,Automotive,Tire Center,16,2402854,1858042,0.23,4906832,828219,17864561,12,562,5,21,Yes,-0.86,12.5,Expansion,3,Cooperative,Growth,High,SACCO,41,7324470.01,20097631.12,5091399.89
Rubavu,Gisenyi,Rubavu,Urban,6,3,8,Agriculture,Maize Farming,5,1360974,1228604,0.1,8837982,1784394,13291751,24,342,0,2,No,-0.1,13.0,Inventory,0,Cooperative,Early Stage,High,SACCO,49,6512957.99,15019678.63,4785030.36
Kigali,Gasabo,Kimironko,Urban,6,6,8,Agriculture,Maize Farming,0,3272499,224751,0.93,9658598,543364,3691021,24,530,5,30,Yes,0.45,13.0,Tech Adoption,65,Sole Proprietorship,Declining,High,SACCO,9,332191.89,4170853.73,-147640.84
Rubavu,Kanama,Nyundo,Urban,9,10,4,Manufacturing,Furniture Making,8,370188,191230,0.48,7272422,1253312,13917487,18,438,3,25,No,-0.01,12.5,Inventory,60,Sole Proprietorship,Early Stage,High,SACCO,13,1809273.31,15657172.88,69587.43
Nyagatare,Karangazi,Karangazi Centre,Rural,7,10,5,Automotive,Spare Parts Shop,0,4654930,4420986,0.05,3362945,415565,2979911,24,459,5,13,Yes,0.22,12.5,Tech Adoption,28,Partnership,Declining,High,SACCO,24,715178.64,3352399.88,342689.76
Musanze,Busogo,Busogo I,Peri-Urban,8,6,5,Automotive,Car Wash,5,2863243,2239459,0.22,1946947,1203492,12136127,36,743,2,21,Yes,-0.6,15.0,Tech Adoption,36,Cooperative,Early Stage,High,VisionFund,25,3034031.75,13956546.05,1213612.7
Nyagatare,Karangazi,Karangazi Centre,Rural,4,10,7,Automotive,Garage Services,17,1288867,1072645,0.17,7353734,1968219,7320864,36,761,1,54,Yes,0.93,14.0,Equipment Purchase,27,Sole Proprietorship,Growth,Low,BRD,44,3221180.16,8345784.96,2196259.2
Musanze,Busogo,Busogo I,Peri-Urban,4,6,9,Manufacturing,Textile Production,9,4739274,132700,0.97,2997209,1825964,4594578,24,814,3,93,Yes,0.74,12.5,Equipment Purchase,37,Sole Proprietorship,Mature,Low,Bank of Kigali,18,827024.04,5168900.25,252701.79
Huye,Tumba,Cyarwa,Peri-Urban,10,5,9,Retail,Food Market,17,1567882,838571,0.47,849388,275692,14006701,12,470,0,80,No,1.0,13.0,Equipment Purchase,59,Partnership,Early Stage,High,VisionFund,28,3921876.28,15827572.13,2101005.15
Rubavu,Gisenyi,Gisenyi Town,Urban,8,3,8,Manufacturing,Textile Production,13,564356,368639,0.35,6218607,1768520,15295154,6,814,3,11,No,-0.87,13.0,Expansion,17,Partnership,Growth,High,SACCO,10,1529515.4,17283524.02,-458854.62
Rubavu,Gisenyi,Rubavu,Urban,7,10,5,Agriculture,Pig Farming,7,4955755,3484663,0.3,3442335,280229,9024473,12,528,3,12,Yes,0.49,14.0,Inventory,83,Cooperative,Growth,Medium,BRD,33,2978076.09,10287899.22,1714649.87
Rubavu,Gisenyi,Rubavu,Urban,8,2,5,Agriculture,Maize Farming,4,1851338,83066,0.96,8604735,1119216,13501824,24,733,3,23,Yes,0.68,12.5,Equipment Purchase,91,Partnership,Declining,Medium,BRD,18,2430328.32,15189552.0,742600.32
Huye,Ngoma,Butare,Peri-Urban,5,8,3,Manufacturing,Bakery,18,4527506,1596981,0.65,338268,1919209,19953571,18,464,3,19,Yes,0.77,13.0,Equipment Purchase,16,Partnership,Mature,High,SACCO,30,5986071.3,22547535.23,3392107.07
Nyagatare,Karangazi,Karangazi Centre,Rural,5,2,6,Services,Photocopy Center,9,3753411,3002728,0.2,7966105,1209978,4455212,6,720,4,27,No,0.04,15.0,Expansion,44,Partnership,Declining,Low,Bank of Kigali,16,712833.92,5123493.8,44552.12
Kigali,Nyarugenge,Kimisagara,Urban,8,1,3,Services,Internet Cafe,12,1442678,471708,0.67,3993738,932963,16872897,36,657,2,37,Yes,0.33,14.0,Tech Adoption,17,Sole Proprietorship,Early Stage,High,VisionFund,15,2530934.55,19235102.58,168728.97
Kigali,Kicukiro,Kicukiro Centre,Urban,6,8,5,Services,Repair Workshop,17,4194122,3568889,0.15,1982909,1560902,5395262,36,684,0,18,Yes,-0.39,15.0,Equipment Purchase,52,Cooperative,Mature,Medium,Equity Bank,37,1996246.94,6204551.3,1186957.64
Huye,Ngoma,Ngoma Centre,Peri-Urban,5,9,9,Retail,Food Market,5,3631706,739681,0.8,9201460,1181489,1145086,36,573,0,90,No,0.32,12.5,Inventory,52,Sole Proprietorship,Growth,High,VisionFund,28,320624.08,1288221.75,177488.33
Nyagatare,Karangazi,Rwimiyaga,Rural,6,6,6,Services,Photocopy Center,10,2439770,1945088,0.2,6882770,521957,17473993,18,340,4,90,No,-0.18,15.0,Equipment Purchase,28,Cooperative,Growth,Medium,BRD,31,5416937.83,20095091.95,2795838.88
Nyagatare,Karangazi,Karangazi Centre,Rural,4,2,6,Automotive,Spare Parts Shop,20,2625728,1281324,0.51,6806723,1572922,17564541,36,515,5,24,No,0.2,12.5,Inventory,95,Sole Proprietorship,Declining,Low,Equity Bank,15,2634681.15,19760108.62,439113.53
Kigali,Gasabo,Remera,Urban,6,4,5,Services,Photocopy Center,20,2988094,1822756,0.39,1909619,472838,1795145,24,781,5,67,No,0.56,14.0,Tech Adoption,31,Partnership,Mature,Medium,BRD,18,323126.1,2046465.3,71805.8
Rubavu,Kanama,Nyundo,Urban,10,4,7,Services,Repair Workshop,9,2651177,2064705,0.22,369956,1691823,313842,6,470,5,54,Yes,0.85,15.0,Expansion,91,Partnership,Early Stage,Low,Equity Bank,13,40799.46,360918.3,-6276.84
Rubavu,Kanama,Nyundo,Urban,7,5,6,Agriculture,Bee Keeping,16,122254,108495,0.11,7050551,1299050,1822517,36,568,3,38,Yes,-0.8,15.0,Expansion,55,Sole Proprietorship,Mature,High,VisionFund,40,729006.8,2095894.55,455629.25
Kigali,Kicukiro,Kicukiro Centre,Urban,6,8,7,Manufacturing,Metal Works,14,4128291,3521018,0.15,9597509,1203641,17714590,6,687,3,32,Yes,0.14,12.5,Tech Adoption,3,Partnership,Early Stage,High,VisionFund,5,885729.5,19928913.75,-1328594.25
